Metro,Date,ZHVI
"Fort Morgan, CO",2022-03-31,319671.75937699067
"Steamboat Springs, CO",2022-03-31,960877.1377109038
"Sterling, CO",2022-03-31,232307.61670222177
"Craig, CO",2022-03-31,245756.40770153597
"Denver, CO",2022-04-30,618178.1551361416
"Colorado Springs, CO",2022-04-30,486227.46471539536
"Fort Collins, CO",2022-04-30,562871.2540593127
"Boulder, CO",2022-04-30,777151.0191137457
"Greeley, CO",2022-04-30,520160.7553095234
"Pueblo, CO",2022-04-30,302387.1809999858
"Grand Junction, CO",2022-04-30,386359.96226162376
"Glenwood Springs, CO",2022-04-30,829135.5625899449
"Edwards, CO",2022-04-30,1110366.440316791
"Durango, CO",2022-04-30,597414.618364839
"Ca-¦on City, CO",2022-04-30,332773.68656919175
"Montrose, CO",2022-04-30,440602.5654245314
"Breckenridge, CO",2022-04-30,1107086.3254616442
"Fort Morgan, CO",2022-04-30,324339.7406020024
"Steamboat Springs, CO",2022-04-30,988049.9537922492
"Sterling, CO",2022-04-30,236295.6614932556
"Craig, CO",2022-04-30,249239.717023644
"Denver, CO",2022-05-31,629037.2335115072
"Colorado Springs, CO",2022-05-31,493366.57676285104
"Fort Collins, CO",2022-05-31,573175.6285490118
"Boulder, CO",2022-05-31,796126.004113969
"Greeley, CO",2022-05-31,528464.0408830735
"Pueblo, CO",2022-05-31,306070.0346467385
"Grand Junction, CO",2022-05-31,391641.39462233946
"Glenwood Springs, CO",2022-05-31,846146.8916043135
"Edwards, CO",2022-05-31,1138195.022934765
"Durango, CO",2022-05-31,610629.0824775681
"Ca-¦on City, CO",2022-05-31,336824.6751045982
"Montrose, CO",2022-05-31,447981.28014859214
"Breckenridge, CO",2022-05-31,1133901.5219129918
"Fort Morgan, CO",2022-05-31,328503.1916226672
"Steamboat Springs, CO",2022-05-31,1014817.6980743364
"Sterling, CO",2022-05-31,239991.5443662443
"Craig, CO",2022-05-31,251960.6393425988
"Denver, CO",2022-06-30,635012.8726284347
"Colorado Springs, CO",2022-06-30,497719.949770169
"Fort Collins, CO",2022-06-30,579329.8315004815
"Boulder, CO",2022-06-30,806549.4944160661
"Greeley, CO",2022-06-30,534126.346513155
"Pueblo, CO",2022-06-30,308604.0783975551
"Grand Junction, CO",2022-06-30,395245.7140556325
"Glenwood Springs, CO",2022-06-30,857810.5338905853
"Edwards, CO",2022-06-30,1160702.3039901117
"Durango, CO",2022-06-30,621790.0383042637
"Ca-¦on City, CO",2022-06-30,339606.6968317936
"Montrose, CO",2022-06-30,454061.1712176229
"Breckenridge, CO",2022-06-30,1149889.6123963643
"Fort Morgan, CO",2022-06-30,331726.6683202861
"Steamboat Springs, CO",2022-06-30,1036134.1891125644
"Sterling, CO",2022-06-30,243243.2053023805
"Craig, CO",2022-06-30,255008.407210602
"Denver, CO",2022-07-31,634602.502530442
"Colorado Springs, CO",2022-07-31,497775.055312998
"Fort Collins, CO",2022-07-31,580227.9190671436
"Boulder, CO",2022-07-31,806430.6737655867
"Greeley, CO",2022-07-31,535433.8021330343
"Pueblo, CO",2022-07-31,309607.117779517
"Grand Junction, CO",2022-07-31,396497.2597276229
"Glenwood Springs, CO",2022-07-31,861882.2033406211
"Edwards, CO",2022-07-31,1172183.0383346777
"Durango, CO",2022-07-31,627525.0561175204
"Ca-¦on City, CO",2022-07-31,340405.962000037
"Montrose, CO",2022-07-31,457289.0942725561
"Breckenridge, CO",2022-07-31,1151274.7610131055
"Fort Morgan, CO",2022-07-31,333363.616259449
"Steamboat Springs, CO",2022-07-31,1046158.5506104712
"Sterling, CO",2022-07-31,245340.9080442452
"Craig, CO",2022-07-31,257233.94460962096
"Denver, CO",2022-08-31,629000.2509980028
"Colorado Springs, CO",2022-08-31,494305.9443284122
"Fort Collins, CO",2022-08-31,576798.4033794041
"Boulder, CO",2022-08-31,798118.2155837282
"Greeley, CO",2022-08-31,533180.7954277779
"Pueblo, CO",2022-08-31,309092.9873083118
"Grand Junction, CO",2022-08-31,396090.9286070437
"Glenwood Springs, CO",2022-08-31,859941.4959584721
"Edwards, CO",2022-08-31,1171175.5660063168
"Durango, CO",2022-08-31,626912.7679728358
"Ca-¦on City, CO",2022-08-31,339253.8852714536
"Montrose, CO",2022-08-31,457573.7738764421
"Breckenridge, CO",2022-08-31,1139902.9643351764
"Fort Morgan, CO",2022-08-31,333783.877914319
"Steamboat Springs, CO",2022-08-31,1044899.9784418736
"Sterling, CO",2022-08-31,245786.02168737413
"Craig, CO",2022-08-31,259057.37170995912
"Denver, CO",2022-09-30,620915.5175232537
"Colorado Springs, CO",2022-09-30,488764.5672827642
"Fort Collins, CO",2022-09-30,571940.0282360417
"Boulder, CO",2022-09-30,786755.7576976869
"Greeley, CO",2022-09-30,528497.9899829198
"Pueblo, CO",2022-09-30,307540.9724417314
"Grand Junction, CO",2022-09-30,394617.9108886709
"Glenwood Springs, CO",2022-09-30,854778.3713072482
"Edwards, CO",2022-09-30,1163552.6046288805
"Durango, CO",2022-09-30,623448.3898367503
"Ca-¦on City, CO",2022-09-30,336670.96223002
"Montrose, CO",2022-09-30,455881.0395489675
"Breckenridge, CO",2022-09-30,1122597.2251627422
"Fort Morgan, CO",2022-09-30,333270.2778177554
"Steamboat Springs, CO",2022-09-30,1036292.0755013296
"Sterling, CO",2022-09-30,245017.3259511181
"Craig, CO",2022-09-30,260201.8195791901
"Denver, CO",2022-10-31,614464.836436215
"Colorado Springs, CO",2022-10-31,483881.0541924895
"Fort Collins, CO",2022-10-31,568711.0200615831
"Boulder, CO",2022-10-31,778505.4405734927
"Greeley, CO",2022-10-31,524785.0054344217
"Pueblo, CO",2022-10-31,305924.5692469292
"Grand Junction, CO",2022-10-31,393546.49530253565
"Glenwood Springs, CO",2022-10-31,853318.4825178958
"Edwards, CO",2022-10-31,1160166.6884511283
"Durango, CO",2022-10-31,621796.7157791181
"Ca-¦on City, CO",2022-10-31,334178.1056511333
"Montrose, CO",2022-10-31,454634.6321548309
"Breckenridge, CO",2022-10-31,1109041.3716404317
"Fort Morgan, CO",2022-10-31,332540.06782731443
"Steamboat Springs, CO",2022-10-31,1028736.6295010096
"Sterling, CO",2022-10-31,244061.6421160529
"Craig, CO",2022-10-31,261727.55444849897
"Denver, CO",2022-11-30,609642.4586753411
"Colorado Springs, CO",2022-11-30,479820.7444115642
"Fort Collins, CO",2022-11-30,566964.8341381162
"Boulder, CO",2022-11-30,773002.2366321356
"Greeley, CO",2022-11-30,521711.8458919302
"Pueblo, CO",2022-11-30,304324.06492384337
"Grand Junction, CO",2022-11-30,392466.643861305
"Glenwood Springs, CO",2022-11-30,854353.0359487304
"Edwards, CO",2022-11-30,1160189.2173859167
"Durango, CO",2022-11-30,621685.4280144013
"Ca-¦on City, CO",2022-11-30,331814.6704834231
"Montrose, CO",2022-11-30,453317.04540908505
"Breckenridge, CO",2022-11-30,1094780.095371714
"Fort Morgan, CO",2022-11-30,331034.13098597364
"Steamboat Springs, CO",2022-11-30,1022234.4173644732
"Sterling, CO",2022-11-30,243215.49238675137
"Craig, CO",2022-11-30,263206.963634661
"Denver, CO",2022-12-31,605622.4999787229
"Colorado Springs, CO",2022-12-31,476221.8696898874
"Fort Collins, CO",2022-12-31,565849.5341201993
"Boulder, CO",2022-12-31,769791.4275545346
"Greeley, CO",2022-12-31,519254.0987799208
"Pueblo, CO",2022-12-31,302053.0260356437
"Grand Junction, CO",2022-12-31,391244.0235132141
"Glenwood Springs, CO",2022-12-31,854975.5547615389
"Edwards, CO",2022-12-31,1160310.3235254977
"Durango, CO",2022-12-31,621485.8773710674
"Ca-¦on City, CO",2022-12-31,329173.8183453348
"Montrose, CO",2022-12-31,451767.2500156863
"Breckenridge, CO",2022-12-31,1079494.8247671097
"Fort Morgan, CO",2022-12-31,328746.87777640024
"Steamboat Springs, CO",2022-12-31,1016179.7906042424
"Sterling, CO",2022-12-31,242547.56213064224
"Craig, CO",2022-12-31,264908.1738842958
"Denver, CO",2023-01-31,601244.2896149367
"Colorado Springs, CO",2023-01-31,472842.52571932087
"Fort Collins, CO",2023-01-31,563973.862303839
"Boulder, CO",2023-01-31,765533.5119395867
"Greeley, CO",2023-01-31,516029.8069258559
"Pueblo, CO",2023-01-31,299885.6525846172
"Grand Junction, CO",2023-01-31,390206.6375428044
"Glenwood Springs, CO",2023-01-31,852781.5611155353
"Edwards, CO",2023-01-31,1160399.0533909549
"Durango, CO",2023-01-31,619318.4193450323
"Ca-¦on City, CO",2023-01-31,327110.4706522874
"Montrose, CO",2023-01-31,449291.9967328452
"Breckenridge, CO",2023-01-31,1061045.9705115145
"Fort Morgan, CO",2023-01-31,325568.8639820909
"Steamboat Springs, CO",2023-01-31,1007490.2271259048
"Sterling, CO",2023-01-31,242063.95335171747
"Craig, CO",2023-01-31,266202.15951201186
"Denver, CO",2023-02-28,597462.8155600092
"Colorado Springs, CO",2023-02-28,470277.0865050671
"Fort Collins, CO",2023-02-28,562087.1456490615
"Boulder, CO",2023-02-28,761889.2712482531
"Greeley, CO",2023-02-28,513002.5235199657
"Pueblo, CO",2023-02-28,298486.27044999663
"Grand Junction, CO",2023-02-28,389662.00850109913
"Glenwood Springs, CO",2023-02-28,850113.8457468111
"Edwards, CO",2023-02-28,1162570.8973451036
"Durango, CO",2023-02-28,617607.0443937858
"Ca-¦on City, CO",2023-02-28,326249.7393097232
"Montrose, CO",2023-02-28,447132.4267479102
"Breckenridge, CO",2023-02-28,1046212.3331568072
"Fort Morgan, CO",2023-02-28,322800.79833909555
"Steamboat Springs, CO",2023-02-28,1000656.3225931204
"Sterling, CO",2023-02-28,241746.66899041776
"Craig, CO",2023-02-28,267543.9170356044
"Denver, CO",2023-03-31,594398.1398852986
"Colorado Springs, CO",2023-03-31,468559.5612322427
"Fort Collins, CO",2023-03-31,559582.4042776149
"Boulder, CO",2023-03-31,756995.3320875257
"Greeley, CO",2023-03-31,509779.3724603576
"Pueblo, CO",2023-03-31,298123.0246787754
"Grand Junction, CO",2023-03-31,390376.9793049117
"Glenwood Springs, CO",2023-03-31,847467.2848363513
"Edwards, CO",2023-03-31,1164387.192785713
"Durango, CO",2023-03-31,615904.7758858497
"Ca-¦on City, CO",2023-03-31,327891.64390556404
"Montrose, CO",2023-03-31,445867.5159231538
"Breckenridge, CO",2023-03-31,1033824.6913412396
"Fort Morgan, CO",2023-03-31,320382.0602938067
"Steamboat Springs, CO",2023-03-31,995430.3799621464
"Sterling, CO",2023-03-31,241594.55889076943
"Craig, CO",2023-03-31,268747.1471991595
"Denver, CO",2023-04-30,592839.0778862421
"Colorado Springs, CO",2023-04-30,467466.6544751953
"Fort Collins, CO",2023-04-30,557682.3600602937
"Boulder, CO",2023-04-30,754121.8401081586
"Greeley, CO",2023-04-30,507571.60503648425
"Pueblo, CO",2023-04-30,298295.3806731093
"Grand Junction, CO",2023-04-30,392045.03827545
"Glenwood Springs, CO",2023-04-30,848589.9869575948
"Edwards, CO",2023-04-30,1165477.4780107157
"Durango, CO",2023-04-30,616517.7296718367
"Ca-¦on City, CO",2023-04-30,330503.39667485195
"Montrose, CO",2023-04-30,446587.8759620991
"Breckenridge, CO",2023-04-30,1028053.341913496
"Fort Morgan, CO",2023-04-30,319211.6209026425
"Steamboat Springs, CO",2023-04-30,996232.9539192144
"Sterling, CO",2023-04-30,241980.73020544407
"Craig, CO",2023-04-30,270814.6638089874
"Denver, CO",2023-05-31,593005.4533528999
"Colorado Springs, CO",2023-05-31,467074.0128729553
"Fort Collins, CO",2023-05-31,556414.8621297725
"Boulder, CO",2023-05-31,751912.8811665978
"Greeley, CO",2023-05-31,506561.0065109667
"Pueblo, CO",2023-05-31,298616.46068747184
"Grand Junction, CO",2023-05-31,394414.2997723036
"Glenwood Springs, CO",2023-05-31,852227.1489507424
"Edwards, CO",2023-05-31,1165541.4870055702
"Durango, CO",2023-05-31,619124.5216851599
"Ca-¦on City, CO",2023-05-31,333415.08814096614
"Montrose, CO",2023-05-31,449103.5350587649
"Breckenridge, CO",2023-05-31,1026092.627755412
"Fort Morgan, CO",2023-05-31,318621.43339316954
"Steamboat Springs, CO",2023-05-31,1000019.372897746
"Sterling, CO",2023-05-31,242488.5298900362
"Craig, CO",2023-05-31,273501.9895621303
"Denver, CO",2023-06-30,594910.5329379895
"Colorado Springs, CO",2023-06-30,467982.69164348434
"Fort Collins, CO",2023-06-30,556557.9083233665
"Boulder, CO",2023-06-30,752243.7382591487
"Greeley, CO",2023-06-30,507035.4281986057
"Pueblo, CO",2023-06-30,299473.5605152242
"Grand Junction, CO",2023-06-30,396867.6391796708
"Glenwood Springs, CO",2023-06-30,860858.7848119437
"Edwards, CO",2023-06-30,1170082.8368219922
"Durango, CO",2023-06-30,623547.2181905954
"Ca-¦on City, CO",2023-06-30,335898.91465730226
"Montrose, CO",2023-06-30,452555.8156265667
"Breckenridge, CO",2023-06-30,1030061.3099996266
"Fort Morgan, CO",2023-06-30,319331.6061945292
"Steamboat Springs, CO",2023-06-30,1009365.0386618158
"Sterling, CO",2023-06-30,242944.05535913075
"Craig, CO",2023-06-30,277178.9255806777
"Denver, CO",2023-07-31,597565.5967338271
"Colorado Springs, CO",2023-07-31,469745.0656090996
"Fort Collins, CO",2023-07-31,557719.2438819722
"Boulder, CO",2023-07-31,753307.2645690162
"Greeley, CO",2023-07-31,508013.9828290157
"Pueblo, CO",2023-07-31,299895.17266734614
"Grand Junction, CO",2023-07-31,398636.3745273591
"Glenwood Springs, CO",2023-07-31,869307.2737058433
"Edwards, CO",2023-07-31,1178244.3929555726
"Durango, CO",2023-07-31,628591.6964859553
"Ca-¦on City, CO",2023-07-31,337369.1280303257
"Montrose, CO",2023-07-31,455461.45186651545
"Breckenridge, CO",2023-07-31,1034557.1918473832
"Fort Morgan, CO",2023-07-31,320021.9757250652
"Steamboat Springs, CO",2023-07-31,1019448.2963588536
"Sterling, CO",2023-07-31,242865.471817099
"Craig, CO",2023-07-31,280111.97456760163
"Denver, CO",2023-08-31,600339.0675320915
"Colorado Springs, CO",2023-08-31,471842.786726477
"Fort Collins, CO",2023-08-31,559397.0030764564
"Boulder, CO",2023-08-31,755410.7639024528
"Greeley, CO",2023-08-31,509078.0937330709
"Pueblo, CO",2023-08-31,300195.3572874051
"Grand Junction, CO",2023-08-31,400200.43465346
"Glenwood Springs, CO",2023-08-31,876244.5998843232
"Edwards, CO",2023-08-31,1189345.7425726317
"Durango, CO",2023-08-31,633941.4541537617
"Ca-¦on City, CO",2023-08-31,338033.83304085565
"Montrose, CO",2023-08-31,457638.6103969516
"Breckenridge, CO",2023-08-31,1036670.5346142008
"Fort Morgan, CO",2023-08-31,321017.96723171417
"Steamboat Springs, CO",2023-08-31,1028111.6765498364
"Sterling, CO",2023-08-31,243211.58157537083
"Craig, CO",2023-08-31,282385.788041674
"Denver, CO",2023-09-30,602741.8823009345
"Colorado Springs, CO",2023-09-30,473296.4380773949
"Fort Collins, CO",2023-09-30,561099.8803161584
"Boulder, CO",2023-09-30,757888.1366659702
"Greeley, CO",2023-09-30,509809.1094458616
"Pueblo, CO",2023-09-30,299538.7367546096
"Grand Junction, CO",2023-09-30,401281.04928855534
"Glenwood Springs, CO",2023-09-30,882340.7269592696
"Edwards, CO",2023-09-30,1201936.6670287412
"Durango, CO",2023-09-30,640130.1717278743
"Ca-¦on City, CO",2023-09-30,337469.05051404616
"Montrose, CO",2023-09-30,459724.0460703708
"Breckenridge, CO",2023-09-30,1035448.9697725438
"Fort Morgan, CO",2023-09-30,321265.1023923597
"Steamboat Springs, CO",2023-09-30,1035597.789474588
"Sterling, CO",2023-09-30,243384.58922732028
"Craig, CO",2023-09-30,283648.9859867322
"Denver, CO",2023-10-31,604572.1025182015
"Colorado Springs, CO",2023-10-31,473827.4345865166
"Fort Collins, CO",2023-10-31,561893.0282858501
"Boulder, CO",2023-10-31,759665.7486808269
"Greeley, CO",2023-10-31,509845.1209001281
"Pueblo, CO",2023-10-31,298151.2015771947
"Grand Junction, CO",2023-10-31,402011.01146728144
"Glenwood Springs, CO",2023-10-31,888087.5175141554
"Edwards, CO",2023-10-31,1211646.3625939323
"Durango, CO",2023-10-31,645568.9643909055
"Ca-¦on City, CO",2023-10-31,336188.5049350822
"Montrose, CO",2023-10-31,461422.3545758322
"Breckenridge, CO",2023-10-31,1028794.9425600512
"Fort Morgan, CO",2023-10-31,320896.59874031186
"Steamboat Springs, CO",2023-10-31,1041912.501891328
"Sterling, CO",2023-10-31,243281.43075209807
"Craig, CO",2023-10-31,284893.0420629907
"Denver, CO",2023-11-30,605278.2865493278
"Colorado Springs, CO",2023-11-30,473504.5376796511
"Fort Collins, CO",2023-11-30,562036.2690794241
"Boulder, CO",2023-11-30,760128.2998256589
"Greeley, CO",2023-11-30,509160.13006079633
"Pueblo, CO",2023-11-30,296503.9033580084
"Grand Junction, CO",2023-11-30,402700.48596956045
"Glenwood Springs, CO",2023-11-30,893373.2129746346
"Edwards, CO",2023-11-30,1218845.285020017
"Durango, CO",2023-11-30,649186.9071896408
"Ca-¦on City, CO",2023-11-30,334935.81946273794
"Montrose, CO",2023-11-30,462560.1498899816
"Breckenridge, CO",2023-11-30,1022629.2028689106
"Fort Morgan, CO",2023-11-30,320099.15504556993
"Steamboat Springs, CO",2023-11-30,1048492.1359147948
"Sterling, CO",2023-11-30,242737.21754476492
"Craig, CO",2023-11-30,285624.49360214313
"Denver, CO",2023-12-31,605386.1030473993
"Colorado Springs, CO",2023-12-31,472827.3006053551
"Fort Collins, CO",2023-12-31,561826.3448978921
"Boulder, CO",2023-12-31,759187.7973421168
"Greeley, CO",2023-12-31,508212.9984333124
"Pueblo, CO",2023-12-31,295173.50265546644
"Grand Junction, CO",2023-12-31,402855.15498714446
"Glenwood Springs, CO",2023-12-31,896131.0079128761
"Edwards, CO",2023-12-31,1224034.893752672
"Durango, CO",2023-12-31,650079.3560489459
"Ca-¦on City, CO",2023-12-31,333843.91530637135
"Montrose, CO",2023-12-31,462709.1957751105
"Breckenridge, CO",2023-12-31,1016673.1739623452
"Fort Morgan, CO",2023-12-31,319552.4971307442
"Steamboat Springs, CO",2023-12-31,1053847.5254791717
"Sterling, CO",2023-12-31,242046.84378456397
"Craig, CO",2023-12-31,285575.658266593
"Denver, CO",2024-01-31,604901.5940753646
"Colorado Springs, CO",2024-01-31,472310.6533312053
"Fort Collins, CO",2024-01-31,561574.3505595447
"Boulder, CO",2024-01-31,757895.7825970473
"Greeley, CO",2024-01-31,507643.2119564906
"Pueblo, CO",2024-01-31,294318.68251666817
"Grand Junction, CO",2024-01-31,403303.3729544947
"Glenwood Springs, CO",2024-01-31,897476.0533589589
"Edwards, CO",2024-01-31,1228688.631919265
"Durango, CO",2024-01-31,649856.7514956581
"Ca-¦on City, CO",2024-01-31,333584.44502051885
"Montrose, CO",2024-01-31,462467.9781093372
"Breckenridge, CO",2024-01-31,1014924.2199380392
"Fort Morgan, CO",2024-01-31,319479.51407853205
"Steamboat Springs, CO",2024-01-31,1058168.7336643145
"Sterling, CO",2024-01-31,241396.92419098772
"Craig, CO",2024-01-31,284807.95659596164
"Denver, CO",2024-02-29,604793.5656731817
"Colorado Springs, CO",2024-02-29,472469.971153006
"Fort Collins, CO",2024-02-29,562137.554137592
"Boulder, CO",2024-02-29,758086.2276558474
"Greeley, CO",2024-02-29,507863.809991668
"Pueblo, CO",2024-02-29,293828.6430002744
"Grand Junction, CO",2024-02-29,404295.9707241549
"Glenwood Springs, CO",2024-02-29,900719.1290813694
"Edwards, CO",2024-02-29,1234825.7006959645
"Durango, CO",2024-02-29,649242.7624872274
"Ca-¦on City, CO",2024-02-29,334158.2375308915
"Montrose, CO",2024-02-29,462665.4732557905
"Breckenridge, CO",2024-02-29,1015257.3451857832
"Fort Morgan, CO",2024-02-29,321011.09535490745
"Steamboat Springs, CO",2024-02-29,1061137.6821376623
"Sterling, CO",2024-02-29,241666.2580378512
"Craig, CO",2024-02-29,284738.99119761406
"Denver, CO",2024-03-31,605273.7846473028
"Colorado Springs, CO",2024-03-31,473141.39721813233
"Fort Collins, CO",2024-03-31,563471.8128298986
"Boulder, CO",2024-03-31,760244.7326722033
"Greeley, CO",2024-03-31,508701.1312383569
"Pueblo, CO",2024-03-31,293785.9880844652
"Grand Junction, CO",2024-03-31,406423.7216364043
"Glenwood Springs, CO",2024-03-31,907647.3496963736
"Edwards, CO",2024-03-31,1244801.7932595836
"Durango, CO",2024-03-31,649306.3134767883
"Ca-¦on City, CO",2024-03-31,335717.7445530938
"Montrose, CO",2024-03-31,463841.0104269364
"Breckenridge, CO",2024-03-31,1019060.0112853128
"Fort Morgan, CO",2024-03-31,323059.36921318446
"Steamboat Springs, CO",2024-03-31,1065509.9847750927
"Sterling, CO",2024-03-31,242406.1725292765
"Craig, CO",2024-03-31,285202.5884071672
"Denver, CO",2024-04-30,606499.0076443794
"Colorado Springs, CO",2024-04-30,474130.4312880403
"Fort Collins, CO",2024-04-30,565638.0760812156
"Boulder, CO",2024-04-30,762847.7933947019
"Greeley, CO",2024-04-30,510196.1476841701
"Pueblo, CO",2024-04-30,294366.6815005088
"Grand Junction, CO",2024-04-30,408789.2761061178
"Glenwood Springs, CO",2024-04-30,917451.69531615
